# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
Engineer Associate	drop				screened out
GCP Kubernetes	drop				screened out
JavaScript HTML	drop				screened out
JPA	keep	JPA	framework		
Zone B	drop				screened out
EventBridge	keep	Amazon EventBridge	cloud	EventBridge	
Network+	drop				screened out
Oracle Cloud	keep	Oracle Cloud Infrastructure	cloud	Oracle Cloud	merge group, see OCI
Pants	drop				obscure niche build tool (Pantsbuild), overwhelming collision risk with the ordinary word "pants" (clothing), only 7 companies
Pydantic	keep	Pydantic	framework		
QEMU	keep	QEMU	tool		
12 000	drop				screened out
DoD 8140	drop				screened out
e.g Jenkins	drop				screened out
services Azure	drop				screened out
Azure Databricks	keep	Azure Databricks	data		
Azure Monitor	keep	Azure Monitor	devops		
CMDB	drop				screened out
Developer I	drop				screened out
di	drop				screened out
Duo	keep	Duo Security	security	Duo	low company diversity (7), but cap=1.00 suggests genuine product usage, not the ordinary word
Erfahrung	drop				screened out
GitHub Copilot Claude	drop				screened out
k6	keep	k6	testing		
AWS RDS	keep	Amazon RDS	cloud	RDS	merge group, see RDS
Cloud Azure	drop				screened out
Engineer Professional	drop				screened out
EVPN	keep	EVPN	networking		
Hadoop Spark	drop				screened out
IPv4	keep	IPv4	networking		
QUALIFICATIONS Proficiency	drop				screened out
Remote USA	drop				screened out
Siemens	drop				screened out
Storybook	keep	Storybook	tool		
Zephyr	keep	Zephyr	os		ambiguous between Zephyr RTOS (embedded) and Zephyr Test Management (Jira plugin); picked RTOS, uncertain, low near-score (0.23)
AI Foundry	keep	Azure AI Foundry	ml	AI Foundry	fragment of Azure AI Foundry (formerly Azure AI Studio)
Certified Professional	drop				screened out
Hepatitis	drop				screened out
NumPy SciPy	drop				screened out
Python Solid	drop				screened out
Redpoint Ventures	drop				screened out
Tableau Power	drop				screened out
Tableau Power BI	drop				screened out
Web API	drop				screened out
Administrator Associate	drop				screened out
Airflow Prefect	drop				screened out
Amazon Bedrock	keep	Amazon Bedrock	ml	Bedrock	merge group, see Bedrock; canonical form itself
APIs Strong	drop				screened out
BSP	drop				screened out
Certified Kubernetes	drop				screened out
Composer	drop				ambiguous between PHP Composer (dependency manager) and Google Cloud Composer (managed Airflow), no clear dominant meaning
DevOps GitHub	drop				screened out
GCS	keep	Google Cloud Storage	cloud	GCS	
IPv6	keep	IPv6	networking		
Keycloak	keep	Keycloak	security		
Kotlin You	drop				screened out
MS Office	keep	Microsoft 365	tool	MS Office	merge group, see Microsoft 365
preferred AWS	drop				screened out
rally	drop				screened out
SOA	drop				screened out
Spark Airflow	drop				screened out
305	drop				screened out
Amazon Connect	keep	Amazon Connect	cloud		
CD GitHub Actions	drop				screened out
English Nice	drop				screened out
GuardDuty	keep	Amazon GuardDuty	security	GuardDuty	
Kunden	drop				screened out
RDS Aurora	drop				screened out
shortcut	drop				screened out
STATS	drop				screened out
Ansible Experience	drop				screened out
AWS Microsoft	drop				screened out
Boot Spring	drop				screened out
DevTools	drop				screened out
FreeRTOS	keep	FreeRTOS	os		
MySQL MongoDB	drop				screened out
NVLink	keep	NVLink	networking		
Platform Developer I	drop				screened out
Spring Boot Spring	drop				screened out
Actions Experience	drop				screened out
BLE	keep	BLE	networking		
CKS	drop				screened out
CSA	drop				screened out
Seaborn	keep	Seaborn	data		
SQL PostgreSQL	drop				screened out
Stack Java	drop				screened out
TestRail	keep	TestRail	testing		
Architect Associate	drop				screened out
Boomi	keep	Boomi	tool		
Canvas	drop				screened out
Claude ChatGPT	drop				screened out
CRDs	keep	Custom Resource Definitions	devops	CRDs	
Go TypeScript	drop				screened out
Helm Kustomize	drop				screened out
Hex	drop				screened out
Kubernetes Administrator	drop				screened out
Layer 2	drop				generic OSI networking layer concept, not a specific named technology
Preferred Qualifications Bachelor	drop				screened out
Pulsar	keep	Apache Pulsar	data	Pulsar	
Qualifications Certifications	drop				screened out
SOQL	keep	SOQL	language		
APIs Familiarity	drop				screened out
Certified Security	drop				screened out
Cloud Native Software	drop				screened out
Memcached	keep	Memcached	database		
NiFi	keep	Apache NiFi	data	NiFi	
Required Qualifications Active	drop				screened out
SQL You	drop				screened out
SSE	drop				ambiguous abbreviation (Server-Sent Events vs SIMD SSE vs other), low near-score (0.27), 23% lowercase noise
Terraform Docker	drop				screened out
Azure Strong	drop				screened out
C++ Strong	drop				screened out
CIS Benchmarks	drop				screened out
CQRS	drop				screened out
Crossplane	keep	Crossplane	devops		
Jira Service	drop				screened out
Python PySpark	drop				screened out
USD How	drop				screened out
Angular TypeScript	drop				screened out
Architect certification	drop				screened out
CPQ	keep	Salesforce CPQ	tool	CPQ	generic CPQ category term; picked Salesforce CPQ given surrounding Salesforce-ecosystem terms, uncertain
DocuSign	keep	DocuSign	tool		
GCP Familiarity	drop				screened out
Java Strong	drop				screened out
NATS	keep	NATS	data		
OpenCV	keep	OpenCV	ml		
Qdrant	keep	Qdrant	database		
SFTP	keep	SFTP	networking		
Solutions Architect Associate	drop				screened out
technologies AWS	drop				screened out
Unternehmen	drop				screened out
VPs	drop				screened out
vSphere	keep	VMware vSphere	devops	vSphere	
AEs	drop				screened out
Autopilot	drop				idiomatic phrase "on autopilot" (45% lowercase) + multi-way product homonym (GKE/Windows/Tesla Autopilot), no safe dominant key
CD Automated Testing	drop				screened out
Certified Kubernetes Administrator	drop				screened out
Cloud Platforms Azure	drop				screened out
Cloud SQL	keep	Google Cloud SQL	database	Cloud SQL	merge: Google Cloud SQL is database, like the rest of its kind
CockroachDB	keep	CockroachDB	database		
Meraki	keep	Cisco Meraki	networking	Meraki	
Obrigat	drop				screened out
Omni	drop				screened out
OO	drop				screened out
PyTorch Experience	drop				screened out
React Testing	drop				screened out
React Testing Library	keep	React Testing Library	testing		
Umfeld	drop				screened out
Aura	keep	Salesforce Aura Framework	framework	Aura	ambiguous with the generic word "aura"; picked Salesforce Aura given the Salesforce-heavy corpus context, low lowercase noise (3%), uncertain
Aurora MySQL	drop				screened out
Azure Functions	keep	Azure Functions	cloud		
Azure ML	keep	Azure Machine Learning	ml	Azure ML	
CompTIA A+	drop				screened out
Handbook	drop				screened out
Kubernetes Service	drop				screened out
Level Engineer	drop				screened out
Office 365	keep	Microsoft 365	tool	Office 365	merge group, see Microsoft 365
Redis Kafka	drop				screened out
Responsibilities Implement	drop				screened out
SQL Strong	drop				screened out
Strong C++	drop				screened out
ACLs	keep	ACL	security	ACLs	
AWS Security Specialty	drop				screened out
AWS You	drop				screened out
Azure Synapse	keep	Azure Synapse Analytics	data	Azure Synapse	merge group, see Synapse
CD DevOps	drop				screened out
Docker CI	drop				screened out
ElastiCache	keep	Amazon ElastiCache	database	ElastiCache	
Jira Service Management	keep	Jira Service Management	tool		
Native Experience	drop				screened out
NFS	keep	NFS	networking		
Salesforce Einstein	keep	Salesforce Einstein	ml		
Services EC2	drop				screened out
Snyk	keep	Snyk	security		
Tenable	keep	Tenable	security		ordinary-adjective homonym risk, but 100% capitalized in this corpus suggests genuine product usage
Aurora RDS	drop				screened out
CICD	drop				screened out
CNI	drop				screened out
DBs	drop				screened out
DISA STIGs	drop				screened out
ESXi	keep	VMware ESXi	devops	ESXi	
Google Cloud Experience	drop				screened out
guard	drop				screened out
native apps	drop				screened out
Spark Experience	drop				screened out
Stack AWS	drop				screened out
Strong TypeScript	drop				screened out
System Architect	drop				screened out
Argo Workflows	keep	Argo Workflows	devops		
Cloud Vertex	drop				screened out
Cloud Vertex AI	drop				screened out
ElevenLabs	keep	ElevenLabs	ml		
Google Cloud Vertex	drop				screened out
Java Rust	drop				screened out
knowledge Familiarity	drop				screened out
Lakehouse Platform	drop				screened out
Linux OS	drop				screened out
Minimum 2	drop				screened out
Power BI Tableau	drop				screened out
S3 IAM	drop				screened out
SLI	drop				screened out
USD Zone B	drop				screened out
ADK	drop				ambiguous abbreviation (Google Agent Development Kit vs Android Accessory Development Kit vs generic), weak association (near=0.25)
Agile Framework	drop				screened out
AWS ECS	keep	Amazon ECS	cloud	AWS ECS	
AWS Microsoft Azure	drop				screened out
DAG	drop				screened out
DataHub	keep	DataHub	data		
Desej	drop				screened out
ECS Fargate	drop				screened out
Group The	drop				screened out
Metabase	keep	Metabase	data		
MQ	drop				screened out
Python a	drop				screened out
RDS S3	drop				screened out
Scala Experience	drop				screened out
SpringBoot	keep	Spring Boot	framework	SpringBoot	
Verst	drop				screened out
Airflow Experience	drop				screened out
Apache Flink	keep	Apache Flink	data		
C++ PREFERRED	drop				screened out
English We	drop				screened out
Grafana ELK Stack	drop				screened out
Jetson	drop				fragment of NVIDIA Jetson
KQL	keep	KQL	language		
Microsoft Purview	keep	Microsoft Purview	data		
Security AWS	drop				screened out
Snowflake experience	drop				screened out
Spark Streaming	keep	Spark Streaming	data		
Terraform Cloud	keep	Terraform Cloud	devops		
Zero Trust Network	drop				screened out
Zustand	keep	Zustand	framework		
8570 IAT Level	drop				screened out
AgentCore	keep	Amazon Bedrock AgentCore	ml	AgentCore	
Burp	drop				screened out
CentOS	keep	CentOS	os		
Lambda API	drop				screened out
MSK	keep	Amazon MSK	data	MSK	
Python AWS	drop				screened out
review CI	drop				screened out
Rust Python	drop				screened out
Salary Stock	drop				screened out
scale SaaS	drop				screened out
SSR	drop				screened out
Strong English	drop				screened out
TypeScript HTML	drop				screened out
Web APIs	drop				screened out
ZTNA	drop				screened out
4HANA	drop				fragment of SAP S/4HANA
APIs JSON	drop				screened out
AWS Certified Security	drop				screened out
Bessemer	drop				screened out
Capital Partners	drop				screened out
Data Catalog	drop				screened out
e.g C++	drop				screened out
fulfilment	drop				screened out
Hudi	keep	Apache Hudi	data	Hudi	
Lambda API Gateway	drop				screened out
Server PostgreSQL	drop				screened out
SQL Server PostgreSQL	drop				screened out
SQL Spark	drop				screened out
TypeScript Strong	drop				screened out
UIKit	keep	UIKit	framework		
AWS Glue	keep	AWS Glue	data		
backend Java	drop				screened out
Buildroot	keep	Buildroot	tool		
CloudFormation Experience	drop				screened out
Docker Kubernetes CI	drop				screened out
GCP Databricks	drop				screened out
Git GitLab	drop				screened out
Google Gemini	keep	Google Gemini	ml		
MySQL Experience	drop				screened out
OpenTelemetry Prometheus	drop				screened out
Palantir Foundry	keep	Palantir Foundry	data		
Polars	keep	Polars	data		
Streaming Kafka	drop				screened out
Streamlit	keep	Streamlit	framework		
Amazon EKS	keep	Amazon EKS	cloud		merge: Amazon EKS is cloud, like the rest of its kind
Blob Storage	keep	Azure Blob Storage	cloud	Blob Storage	
Datadog New	drop				screened out
Dein	drop				screened out
Developer II	drop				screened out
Dir	drop				screened out
Engineer Senior	drop				screened out
Firewalls VPNs	drop				screened out
Flow Designer	keep	ServiceNow Flow Designer	tool		assumed ServiceNow; bare phrase is a generic low-code term shared by other platforms
Google Analytics	keep	Google Analytics	data		
Linkerd	keep	Linkerd	devops		
Manager Experience	drop				screened out
NTP	keep	NTP	networking		
Pipelines ETL	drop				screened out
Python Java Scala	drop				screened out
Superset	keep	Apache Superset	data	Superset	
Aerospike	keep	Aerospike	database		
Angular Experience	drop				screened out
Ansible Chef	drop				screened out
Anthropic API	keep	Anthropic API	ml		
AWS Familiarity	drop				screened out
CCaaS	drop				screened out
CKAD	drop				screened out
CSS Experience	drop				screened out
Datadog New Relic	drop				screened out
Englischkenntnisse	drop				screened out
ERPs	drop				screened out
Google Ventures	drop				screened out
Gradua	drop				screened out
Kafka AWS	drop				screened out
Kubernetes Knowledge	drop				screened out
LLMs Agentic	drop				screened out
Manager Data	drop				screened out
NetApp	keep	NetApp	tool		
PostGIS	keep	PostGIS	database		
RabbitMQ Kafka	drop				screened out
React JavaScript	drop				screened out
Swarm	drop				ordinary word ("the team will swarm on it") / bee swarm; Docker Swarm signal weak, mixed-case forms
#1 AI	drop				screened out
151	drop				screened out
Articulation	drop				screened out
Azure Key	drop				screened out
Certified Data	drop				screened out
Developer Associate	drop				screened out
GitHub Actions Experience	drop				screened out
Google Vertex	drop				screened out
IDA Pro	keep	IDA Pro	security		
L7	drop				screened out
Lille	drop				screened out
Node.js Experience	drop				screened out
PTP	keep	Precision Time Protocol	networking	PTP	merge: one skill
SSAs	drop				screened out
Terragrunt	keep	Terragrunt	devops		
Transit Gateway	keep	AWS Transit Gateway	networking	Transit Gateway	
v0	drop				ambiguous with generic version notation "v0"; no safe unambiguous bare form
Vitest	keep	Vitest	testing		
58	drop				screened out
B.Sc	drop				screened out
CSS Modules	keep	CSS Modules	framework		
Fastlane	keep	Fastlane	devops		
FPGAs	keep	FPGAs	tool		
Layer 3	drop				generic OSI networking concept, not a named technology
MCU	drop				screened out
Python React	drop				screened out
Python Terraform	drop				screened out
Spark SQL	keep	Spark SQL	data		
You Bring 6+	drop				screened out
Airbyte	keep	Airbyte	data		
Build CI	drop				screened out
Burp Suite	keep	Burp Suite	security		
C# .NET Core	drop				screened out
Certified Information Systems	drop				screened out
CRUD	drop				screened out
Debezium	keep	Debezium	data		
Docker AWS	drop				screened out
Expo	keep	Expo	framework		
GCP BigQuery	drop				screened out
Git Docker	drop				screened out
Java SQL	drop				screened out
Mapbox	keep	Mapbox	tool		
MongoDB Experience	drop				screened out
Redis Experience	drop				screened out
Spring Cloud	keep	Spring Cloud	framework		
Spring MVC	keep	Spring MVC	framework		
Strong API	drop				screened out
Strong Kubernetes	drop				screened out
Tier Services	drop				screened out
UI Engineer	drop				screened out
501	drop				screened out
AI Knowledge	drop				screened out
Arena	drop				screened out
AWS CI	drop				screened out
Azure Administrator Associate	drop				screened out
BMC	drop				homonym: BMC Software (Remedy/Control-M) vs Baseboard Management Controller (hardware); can't tell which dominates
Certifications CISSP	drop				screened out
Certified Security Specialty	drop				screened out
Certified System	drop				screened out
CodePipeline	keep	AWS CodePipeline	devops	CodePipeline	
Conocimiento	drop				screened out
Databricks AWS	drop				screened out
